"mu","clonalmutations","s","t","cellularity","freq","scmuts","weight"
18.272045275686477,195.40929586129147,0.30373984655090325,8.843117567937032,0.7303884341126067,0.439,224.0,0.006394213368642071
23.961374763705404,216.56073994047702,0.15843591790003636,5.6596641545366495,0.7131535586215063,0.443,188.0,0.008424476004550794
18.467424617693354,214.46690414657365,0.330509971718765,9.921376368709037,0.706881425476506,0.329,254.0,0.007812608860522492
19.35362910219607,194.7676628594763,0.22045997697349676,6.634407322838904,0.7301227027247312,0.532,178.0,0.006623125167371304
17.328806858586447,245.90419521869958,0.21244006405603577,7.034975457338656,0.6996851716226824,0.422,169.0,0.03400913365116127
20.972192840016863,202.2747130284123,0.20027387179913186,6.569526489476302,0.7366349000028881,0.458,191.0,0.00955379416709593
20.288188164830217,192.10498455140078,0.22884045489907207,7.21767490820466,0.7419099059798254,0.456,203.0,0.006542776775783251
16.246816182325155,222.6398421335839,0.2870289904085146,8.613467241567683,0.7100141667267204,0.42,194.0,0.007882313759059994
15.495248614174475,193.052890792077,0.32776916811088014,9.264011190962071,0.7286217770898866,0.446,199.0,0.0071018242298338
17.530813029550625,209.5196464454269,0.19554545364665848,5.9663741942909185,0.7350441093121542,0.551,145.0,0.006864416726532947
16.580322687948694,234.97815646197887,0.24165972817482037,7.2655423046614,0.735514734251781,0.5,167.0,0.02188336008344348
15.341668949018613,228.01321595278898,0.2344090986465181,7.617052531920349,0.7193135968393051,0.403,162.0,0.01012777812517393
18.98784487561294,224.73276513655443,0.1810228099383164,6.154373973325068,0.7250743896756654,0.452,162.0,0.00619261292184297
12.581147982628806,228.88135515364633,0.2869674031753331,8.084317943251776,0.7069050462503694,0.523,141.0,0.012048657610382147
13.777608089402221,249.04495351192898,0.3635918871794504,10.261876596408017,0.7100036529045927,0.377,196.0,0.009786686287144887
17.26196600840877,166.55776159019177,0.3869238023400256,10.48885321309094,0.7584849728045743,0.412,251.0,0.011036961955110763
21.600822856922097,221.39474260626136,0.14336290923327927,5.209533633728136,0.739659366405893,0.457,156.0,0.0068523567632597406
16.758685414550783,220.26085238870655,0.20048782213940342,6.241264626498363,0.7232645219579098,0.521,145.0,0.006703656034083092
16.852617897753838,187.0112605746826,0.328529339214336,9.117101140420035,0.7468083821333122,0.478,213.0,0.008318953763053654
17.863858561347044,170.50776610532614,0.24454310290521628,7.389590316560704,0.7597408703922691,0.488,183.0,0.01151097011951526
25.04595284264537,219.96682728880887,0.13293223161951082,4.982566318036499,0.728577431317265,0.45,173.0,0.008412749331378791
20.88131746674332,192.37296120483,0.21255384624596016,6.425391454172409,0.726326792650631,0.538,186.0,0.009280841311752
19.927835086003018,256.0809894677277,0.11450758927166392,4.922926266554445,0.7196865264951738,0.375,136.0,0.007626743165550634
15.278070541046382,224.41371086921424,0.2563605022795476,7.695974797115813,0.7107023989812215,0.477,163.0,0.00760532376211555
22.644642411085375,205.98404183768662,0.21445291545861683,6.753282810037551,0.719002398974482,0.484,212.0,0.008364115727229466
19.87225064253721,207.40131864172207,0.2175783482418228,6.933154119442263,0.7117304129475677,0.463,191.0,0.007776364500982115
25.451813393016202,160.80046875961744,0.19676523108614768,6.235172796816559,0.7225782377918081,0.506,220.0,0.010293372872458092
24.071850863709887,187.02374894499937,0.19520501595289308,6.922246160717303,0.728477654541297,0.371,231.0,0.009442169281546977
23.79973502247243,238.3910073214789,0.10735526281249645,4.394813234924158,0.7139676446830776,0.435,145.0,0.017488318799783843
16.764085214389254,217.9353232772347,0.40161901008460404,11.790039126748065,0.7250495473827435,0.22,274.0,0.05005378160568693
21.60468558544496,197.93330595762944,0.23413176988429293,7.479018564770103,0.7228674639390958,0.428,224.0,0.007128748046344914
15.912357464397408,231.06004977628976,0.23294835889916224,7.207873252426083,0.7031283992003217,0.475,159.0,0.012322721493358899
12.741451858468503,234.76107688054847,0.34551779609817923,9.68103379161006,0.712553469249434,0.428,171.0,0.010805191838751584
18.46249700229412,180.41957704615155,0.2301961645030389,6.954631251837874,0.7576592678183585,0.512,178.0,0.010673564378490973
21.73092772050504,228.73453520842645,0.17006060853346916,5.609872368223229,0.7270989613488786,0.505,169.0,0.007163174048558182
27.488708428360447,206.49857661686815,0.10175529960631285,3.647581537091641,0.7210845280308819,0.543,139.0,0.014388796292100712
20.931611723973468,197.05194134917258,0.2703345577169749,8.649989786701168,0.7571697276245323,0.35,251.0,0.014243398557438109
14.598157541194698,236.9721047601318,0.18274549776835397,6.077872824998299,0.7110839999709626,0.474,123.0,0.010206033047451258
15.25630975221535,245.33738397377329,0.32205629371507677,9.78735612721322,0.7172279842150804,0.325,207.0,0.008292951938272966
19.516862055802566,190.2564627743957,0.2374203163624082,6.985481629895178,0.754598435753236,0.536,189.0,0.00994170985749301
19.722016682987743,213.76474804459977,0.25295925324703666,7.754058664099202,0.7171417830531169,0.452,212.0,0.00761312945947301
17.974602033378595,204.77413426691822,0.2254602951488822,6.7822214215778684,0.7114408257020421,0.525,169.0,0.007776364500982115
17.16064254820195,155.71277288499437,0.4241723304307116,10.676888681659298,0.7301819942398624,0.5,254.0,0.02188336008344348
16.932406366333744,221.23828643445256,0.24296689031295035,8.00909988276675,0.7163471492595268,0.364,188.0,0.008643920603005036
20.15032530843754,185.51233377063494,0.20123552117467464,6.4436951608735455,0.7470283907694375,0.486,180.0,0.008668216871349891
22.196941708140493,180.18334124039535,0.18952734720549183,6.369531256428326,0.7517860845406584,0.449,196.0,0.009938761918557804
13.56929482781971,248.06288971758732,0.15124575430016268,5.634989742455244,0.7158212267656792,0.415,106.0,0.015436408925356488
15.245996632102504,196.77029079919643,0.3609924613058437,9.793976762240426,0.7672086928888161,0.461,207.0,0.016722654559455756
13.141927810474558,215.14773710076912,0.346096067841373,9.386022186006223,0.7139813178711968,0.489,171.0,0.013173130385653964
27.034029760763346,185.72727789397368,0.12037435742691016,4.509417650048306,0.7324748074480459,0.477,169.0,0.03633070088193539
21.15303120733357,217.09544654206707,0.1605849725521712,5.422119157603715,0.7140806283690795,0.497,159.0,0.006683449490004636
14.890095593628754,222.96693386031552,0.2552006417244186,7.702721250476628,0.7422236629175897,0.471,159.0,0.011697285565320549
19.171588363713234,206.14591431800193,0.16625518083546403,5.192368828956956,0.7441328904723904,0.565,138.0,0.007951598068455116
