"mu","clonalmutations","s1","t1","s2","t2","cellularity","freq1","freq2","scmuts1","scmuts2","weight"
12.425426469593578,238.22321805864138,0.29480478948339955,5.224873125994754,0.32424490313911714,6.03763116781616,0.7154682046027119,0.523,0.418,90.0,104.0,0.007727948254927094
14.854218257205014,215.69350696963275,0.25555069785797846,4.419123458658485,0.2560363853714714,4.759056032401445,0.7355501518446396,0.537,0.403,91.0,98.0,0.005744671877779185
15.930317054527523,208.51395481520387,0.26639334877199927,5.614897194384098,0.12938768998240424,3.2149814580747655,0.7272384378662563,0.569,0.308,124.0,71.0,0.005647577113827273
12.866325256714436,243.92274378173965,0.2318473150823697,6.3913833740334205,0.15528453664408368,5.886800476083414,0.7249852866419428,0.502,0.181,114.0,105.0,0.0029891265893744485
14.924367849505296,244.17065936230176,0.18307463126362317,4.446685618452651,0.22136429723279985,5.703357641058835,0.7033072506615359,0.481,0.348,92.0,118.0,0.006807691234202323
13.27377298234823,217.3854333604602,0.5240489049514273,12.390390801474016,0.17397837901451482,7.336415606135931,0.7029936368397565,0.387,0.13,228.0,135.0,0.007175568595399748
12.615387186261625,229.03603051436727,0.27133565393710257,4.9746578009919205,0.3565613418421734,7.033136891057543,0.7082492683228365,0.554,0.374,87.0,123.0,0.005873899073012297
13.982286738596613,213.33840927866146,0.29626861053892495,5.829680890838872,0.1833480841722539,4.075617613949299,0.7146000436460109,0.578,0.327,113.0,79.0,0.0045181412075938196
15.585224968315146,205.23746627646779,0.278061460036845,6.109496198627231,0.1412113295758571,4.026713403640675,0.7331719024668492,0.59,0.259,132.0,87.0,0.003622776733947238
17.21242249173983,199.08880220853823,0.33319371494888117,8.884610775015458,0.13709769146723697,6.579640998478429,0.7392603748321893,0.479,0.102,212.0,157.0,0.006739777078358867
17.675085062560157,207.93238409377557,0.32369369373029167,9.060162877398877,0.15421696255149714,6.48903557435325,0.7210660245630978,0.383,0.165,222.0,159.0,0.0028420295583006985
14.454011446914436,190.36510902774555,0.37061552972237016,8.134741435918178,0.2468887491157009,6.53773698224099,0.735442400680554,0.552,0.275,163.0,131.0,0.0035557845461049974
14.402986426798666,226.6463908595198,0.22252867598503745,6.110149304208392,0.24684249441729314,9.21530714733069,0.7307125362706196,0.592,0.064,122.0,184.0,0.004704853834152718
13.538902356706043,200.00146942654584,0.41854662826280103,10.336245530045806,0.2854150321890116,10.176406681643035,0.7154104606111235,0.507,0.068,194.0,191.0,0.009955113774427708
17.038023145763574,211.76061849983978,0.2551099432759624,3.3870010119047946,0.2519294314593122,3.8527136510417037,0.7409084146607134,0.594,0.374,80.0,91.0,0.008859652080585737
11.80060860026873,212.7356379743355,0.4132824534804214,10.269502831566943,0.12906816994334291,6.051671311459091,0.737307128945661,0.466,0.128,168.0,99.0,0.005191179574959457
17.26615051634684,209.63367646242784,0.36918808116349106,8.982298442767041,0.005396277616577225,0.8773407781307343,0.7360625766200785,0.43899999999999995,0.293,215.0,21.0,0.0045062149202272994
16.048660218135765,212.92833574989902,0.2796683262361406,6.472443277640251,0.124005379192273,3.865486957479595,0.7329112432891498,0.559,0.259,144.0,86.0,0.0037762850152634458
11.788400639908538,222.0599042865388,0.4489162794839485,7.46533818983858,0.17595012834126622,2.6312257554349094,0.7419212275661715,0.572,0.383,122.0,43.0,0.0073187273181623165
17.55538948236748,217.89665445789382,0.28200634023048754,3.821351811574267,0.23406371453895589,3.1639149407657907,0.7311102744215505,0.558,0.414,93.0,77.0,0.030754063700959147
14.358924599523187,189.26014468706967,0.3156146249547136,7.133636449801945,0.25052540721032124,6.530793932917274,0.7326700521289748,0.538,0.291,142.0,130.0,0.005429368163955533
19.507324982928857,179.83945683229533,0.2843041087749602,8.024288931129016,0.16911686112138982,7.395658001040568,0.722009268830614,0.466,0.1,217.0,200.0,0.0028314686523874715
14.275523189532159,218.93627012917028,0.3078690310548381,8.236450900704527,0.08220550396299783,5.457280351387049,0.7308973393125873,0.522,0.08,163.0,108.0,0.007618930468943725
18.69333166777684,242.31057456730912,0.20437010947375867,4.013203395708438,0.13277287413609354,2.315309651370253,0.7195476833450324,0.462,0.451,104.0,60.0,0.01602255980192109
16.065266102928625,245.24818828656458,0.22096257434768482,4.849314770690428,0.18168519816289175,4.4003041437746475,0.707791967332164,0.514,0.355,108.0,98.0,0.005882464708590427
18.723242680994094,169.4274004589483,0.2864419533164935,8.2062185740209,0.19290112855503835,8.398852812847682,0.7608961867511622,0.456,0.074,213.0,218.0,0.042079522175774535
16.618436772822054,200.3643869956218,0.31130224617169533,8.20382104693325,0.11711113586826938,5.599433412986186,0.7187925992371269,0.508,0.128,189.0,129.0,0.0058258500211107395
18.861012548935335,212.11032049258725,0.31231619319570714,9.217148441849336,0.07294468626289104,6.004532387428821,0.7203037611896238,0.368,0.065,241.0,157.0,0.0048311603499778056
17.065697133608378,208.33478734284438,0.26115582510993096,7.735200924278247,0.1759292582216498,8.073351784355985,0.7234487935018835,0.449,0.073,183.0,191.0,0.003184181172782049
20.853027172344795,207.8751808791536,0.18967705993119544,6.088188661960738,0.26581893369552817,10.100858461889407,0.7352188190647236,0.47,0.06,176.0,292.0,0.007874652503966947
13.64406689664501,240.1076010715508,0.23873635077362146,5.5512399800161445,0.11822477563720336,3.277875035819057,0.7247553029667209,0.515,0.322,105.0,62.0,0.002697614460068367
13.100101496588302,251.08184723812383,0.2618949287163845,7.2684835856782835,0.10118979170579286,5.010848532550938,0.7078134068879159,0.487,0.148,132.0,91.0,0.007211604989097203
12.868756160763425,228.52116378156765,0.3071711360179243,8.352072197461824,0.17877446639742733,7.230988681023996,0.7351126558223559,0.472,0.125,149.0,129.0,0.0028589079504143275
13.511800302063252,226.00804892443062,0.41444680136267464,10.677296945164768,0.06951492724470243,5.498807926759855,0.7051685897540008,0.425,0.077,200.0,103.0,0.006249344240970312
17.427446591259255,193.90235954388652,0.27060189155717823,7.698812221290465,0.05636505436963498,3.725231719979257,0.719569154105794,0.433,0.171,186.0,90.0,0.006807271351584593
20.50048802605724,206.75844122188846,0.2738309977976829,8.691151026420423,-0.013230551480915089,3.44831093355952,0.7454345032256925,0.325,0.074,247.0,98.0,0.00462155143790439
14.562349511180058,222.72371036659774,0.25737430688513535,6.9349147803858635,0.2063961945140848,7.925616891869558,0.7231485143562207,0.559,0.096,140.0,160.0,0.0037743686564799396
12.743134907823654,214.5914142337133,0.3958442087531805,9.453328147712607,0.12119277282327962,4.415326919290918,0.7155405530964413,0.461,0.259,167.0,78.0,0.0047027087964770595
