"median","mean","lowerq95","upperq95","lowerquartile","upperquartile","VAF","truecounts"
2.0,2.558854533168306,1.0,5.0,1.0,4.315451370707798,0.005,0
6.0,7.429725233792203,4.107815286058072,14.680349696926626,5.124001712052798,8.134239954994962,0.015,4
22.0,23.66669812826168,12.310174125072482,33.76313968919196,18.7242725510873,30.136506509149108,0.025,25
28.0,29.07952067786567,19.215630572116144,40.34017484846331,21.478292317917933,34.41836658228221,0.035,39
26.0,26.89220359729914,22.18076495503508,33.34017484846331,24.052888033873728,30.067119977497484,0.045,32
26.0,26.340386277075762,17.053969903287335,33.34017484846331,23.307936768622675,28.0,0.055,18
24.0,22.47389859654643,18.210793980657467,26.784369427883856,19.0,24.875998287947205,0.065,10
18.0,17.120316066794494,9.927043321783808,22.437647932146817,15.182024031079928,19.450307677410787,0.075,5
8.0,11.96619463162362,8.0,21.367618058027603,8.0,14.672356744056145,0.085,14
16.0,15.855522778231924,9.962245012657664,21.367618058027603,14.528280014465901,17.283131945723635,0.095,20
13.0,12.963868896459863,6.592150777020105,20.12655058328501,11.342274314646103,15.2757274489127,0.105,22
16.0,14.385283420805022,7.31965030307337,17.89218471394193,12.0,16.875998287947205,0.115,18
18.0,14.923857295959737,9.236860310808042,19.79848146424943,11.342274314646103,18.0,0.125,11
14.0,14.601975657260875,11.219941717178894,19.49620366062358,12.126896283226218,14.990332049293734,0.135,13
15.0,13.94907068959495,10.219941717178894,17.783359229965782,11.0,15.910190114859077,0.145,8
13.0,13.3798481620488,7.384898005063066,20.4078492229799,10.222338998442627,15.315451370707798,0.155,13
14.0,13.041063839161772,10.180764955035079,15.780058282821104,11.526444016936864,14.067119977497486,0.165,11
11.0,11.42584473683222,7.361529910070158,16.780058282821106,9.913123399597065,12.720815959495473,0.175,16
14.0,12.943085715311682,9.192449002531534,16.789206019342533,11.056560028931811,14.897354410459108,0.185,12
14.0,14.31256588298266,11.0,20.90029141410552,11.526444016936864,16.067119977497487,0.195,22
11.0,11.756539608112686,8.107815286058072,18.789206019342533,9.159430772639311,12.60523720901367,0.205,19
12.0,12.851139758137364,10.218362354178748,16.670087424231657,11.0,13.767346632912885,0.215,16
7.0,7.030648652391436,5.0,9.0,5.9328800225025144,8.141565972861818,0.225,9
4.0,6.485037564291793,3.11843015540402,13.156824077370135,4.0,9.10087286816894,0.235,8
6.0,6.38478089767045,4.118430155404021,8.88156984459598,5.0,8.0,0.245,2
8.0,6.713699749314222,2.219941717178895,9.783359229965782,4.380688849678656,8.0,0.255,3
3.0,3.8352893126108207,1.100759267875284,8.422652992405398,2.0096679507062643,6.0,0.265,5
6.0,5.493127015898368,2.185408664356761,9.566718459931565,3.591012015539956,6.0,0.275,0
4.0,3.9025715916769808,3.0,4.812549310715605,4.0,4.0,0.285,2
8.0,8.27643477944251,4.659825151536685,11.0,7.0,10.325212525502025,0.295,6
10.0,10.126522298918228,5.187450689284396,14.764058578232012,7.906895723710976,12.353303891407336,0.305,10
12.0,13.159275428632961,10.210793980657467,17.807550997468468,11.0,14.534693265825773,0.315,10
17.0,16.375417949561758,9.219941717178896,26.680349696926626,11.576766533282582,20.218681371737176,0.325,13
22.0,23.423740259508914,18.187450689284397,27.882029289116005,20.430171792783234,27.0,0.335,20
25.0,25.87580343624552,19.937253446421977,30.563275291642505,24.476723930927744,28.09811319812742,0.345,38
24.0,22.801483944234437,16.0,31.072956678216194,18.19876929035685,27.0,0.355,27
22.0,22.94751592779874,20.100759267875283,29.689825874927518,21.008286814891086,24.687958803862998,0.365,24
23.0,25.333080613897867,18.210793980657467,36.589370249746025,21.312041196137006,23.991713185108917,0.375,19
