"median","mean","lowerq95","upperq95","lowerquartile","upperquartile","VAF","truecounts"
1.0,1.3753603476519258,0.0,4.427564240051723,0.0,2.0,0.005,0
7.0,7.792096381869111,2.0,15.0,5.0,10.93680952389818,0.015,4
15.0,17.6506973004057,9.0,30.179956764672212,13.0,21.64590162820357,0.025,25
26.0,27.647030581755338,16.018982532958287,40.09506483197154,23.0,32.4313460885587,0.035,39
30.0,30.079588753065902,19.037980888236408,39.0,25.863825976256877,35.17195250492341,0.045,32
27.0,27.051617476934165,19.0,35.0,24.0,30.0,0.055,18
22.0,21.973538103827508,13.330995704480788,37.34005827273225,17.0,26.0,0.065,10
17.0,17.8286206357902,6.702620486924382,29.0,13.589421727700602,21.8241962059313,0.075,5
13.0,14.120569384695234,6.49029533557941,25.82314383492771,9.0,18.0,0.085,14
13.0,13.117879263057826,5.111434474729922,26.840552988962862,9.0,15.0,0.095,20
10.0,9.803277722209168,1.9184050698614994,19.18682069537483,6.0,12.86529189111383,0.105,22
10.0,10.99103053619079,3.0,19.30254950746113,8.0,15.0,0.115,18
10.0,10.27135610761588,3.4331995491751894,21.0,7.0,13.0,0.125,11
14.0,13.54525650524257,3.4964545966844156,23.361117554102034,10.0,17.0,0.135,13
15.0,14.040763322745587,5.0,24.464004505515387,9.0,18.0,0.145,8
16.0,15.246103848458743,4.0,25.0,13.0,18.0,0.155,13
16.0,15.702379896474213,8.0,23.61904194014756,12.528095534402233,18.402073125176113,0.165,11
15.0,15.983982054270706,10.817324662250334,24.0,14.0,18.251133508953153,0.175,16
14.0,14.405322424717484,6.114893231878808,24.0,10.0,18.0,0.185,12
15.0,14.745852619127653,6.0,23.705187081747464,11.949599226733197,17.0,0.195,22
12.0,12.05208934894378,4.9816207191278545,19.0,9.040379864752458,15.0,0.205,19
9.0,9.47395314250407,1.8778711441832334,21.411413305653955,6.0,12.0,0.215,16
7.0,8.15070010860778,2.128906386407436,17.0,6.0,10.0,0.225,9
5.0,6.750346052944003,1.5016799570265371,14.642936776145238,4.0,9.884202503291023,0.235,8
5.0,6.138961657199465,1.4913876116446219,11.909420093409448,4.0,9.0,0.245,2
6.0,5.78675408384008,0.9953457175887181,12.0,3.2907215007265225,8.0,0.255,3
4.0,4.977500774512994,0.0,11.0,3.0,6.0,0.265,5
5.0,5.151401776976159,2.0,9.506770109715513,3.0,7.0,0.275,0
5.0,5.614609494354621,2.0,11.0,3.0,7.4169938717429265,0.285,2
7.0,7.554134213315616,2.0,15.30322997946773,4.690078522959837,10.0,0.295,6
9.0,10.153646501456512,4.426078417124437,19.0,7.0,13.251456467603028,0.305,10
13.0,13.36373842381574,7.0,23.0,11.0,17.0,0.315,10
15.0,16.388353717581648,9.0,28.41462947198724,11.222843964004369,20.0,0.325,13
21.0,21.633438923845844,14.0,35.0,17.51298613819249,25.0,0.335,20
23.0,23.198856147510707,16.0,35.00896747159839,19.259196729418026,27.0,0.345,38
23.0,24.331293783801268,16.83006379489431,36.51686022510356,20.0,29.0,0.355,27
24.0,23.984418300662657,15.177196729368198,34.77899515050954,19.418431128986978,28.0,0.365,24
21.0,20.52631165937203,12.318031519864626,31.0,17.0,24.0,0.375,19
18.0,17.967428306339734,12.0,25.26878999212404,15.0,20.13886446294735,0.385,20
12.0,13.43635895172087,6.031782499366143,23.0,11.0,16.0,0.395,11
10.0,10.905331321520968,5.694803953977916,16.274538019978525,9.0,14.0,0.405,14
7.0,6.987112703948912,2.0,14.688758496716991,5.0,8.0,0.415,3
