"mu","clonalmutations","cellularity","weight"
22.25082282865269,296.6973818289822,0.6933323164712533,0.00905307453580221
22.862021693285648,282.58074892670805,0.7012686354359328,0.011739145043479962
22.11964492062168,288.5766321608933,0.7049616933633299,0.010776504451991336
21.33649723118352,275.63935756067303,0.6938695884534374,0.013645663447773883
20.385694215835095,326.186566896361,0.6973846704780337,0.01023462608911676
18.50225740176272,311.11399932071953,0.7043182182400779,0.009152142685434744
21.028533233368087,300.72929879476703,0.691489455061663,0.008606007151393383
20.068477365265533,307.71709488906123,0.6984040005702848,0.00823847928226106
22.683437429215395,318.5224331810673,0.6965667739188462,0.009807532587124548
19.160652464375076,314.1137025429139,0.6941905027629619,0.008324913764806785
19.39251622610823,300.6912969508894,0.7028530434152707,0.008458970944226289
21.030445682545416,305.692523916376,0.6954983306041099,0.007534762443679846
18.353496148524165,317.3643820668421,0.6993779316135207,0.009057731100999786
21.374972546597746,294.3740610196467,0.7012574001336209,0.008801875946658455
20.50895193497669,283.46846004393007,0.6996512029732135,0.009980921054829483
23.216505199216236,302.02399822407574,0.7079350737494429,0.011955548061881704
21.604707266569665,295.6035560577497,0.6953439544261469,0.008186493895487281
20.063682649096247,297.736587292418,0.6927356374966507,0.008498116453100982
21.549341037853626,301.1605310332658,0.6986928910783164,0.008052211816251301
21.322372838337984,306.7980431033181,0.6986997751264654,0.00791967579592111
22.814187556233385,320.2408975087667,0.6969762083096882,0.010299061799557464
17.969376494309127,324.3601573450139,0.6961940979041599,0.01061351261586987
21.83929441328968,286.8111589876314,0.6991574176372685,0.00976117536527628
18.908186892976087,321.55150800248686,0.6980872592757628,0.00929608304842703
23.33353363817851,307.42113747268,0.6879433813831428,0.011127626950377008
20.791222944919724,279.52087904819075,0.7019822825605259,0.011467095007829397
21.762812003853238,305.7381620763181,0.6907511325861215,0.008789265178653383
19.100057896952915,302.4582620148244,0.6985833506139228,0.0082174262794105
19.622468491794585,322.7189189930836,0.6986590487532449,0.009578745540261566
22.177494659297775,294.35404532501616,0.6918801604298591,0.009480943101499066
20.01141484810269,297.59921037205896,0.6912704322742446,0.009116925903033809
20.459738975862244,295.69495365895943,0.6937549561445193,0.008683967247877879
21.899505534037488,295.2946628058435,0.7051088800091607,0.009796887785125365
17.190782955949782,329.4029436594768,0.6842832984840758,0.01678591190663919
17.80719232368616,325.92865004679294,0.699786875376811,0.012020259605697243
22.021273626999836,303.6530532308917,0.7094363128933723,0.011606434133627573
21.61194809853044,308.7561287387661,0.6811976277092229,0.012008705584486037
23.631790377444688,293.9777364454139,0.6974209717560043,0.00998498158088834
22.174873054958905,300.62229736029826,0.7019755928290637,0.008767520224536666
18.138477315558372,314.44385495372063,0.7058797866576915,0.010796351532522492
20.313089914539923,309.0500963061297,0.6978297665540649,0.00812267159523862
20.59585203702179,323.4503871197555,0.6872680570498668,0.010949926023124558
20.50450123610004,310.542471791698,0.6968451824369822,0.007925372423561502
18.97325680486893,306.5902544128888,0.7089461682140679,0.011236963227289442
19.295100052972348,314.3814275951474,0.6889009632231814,0.009644315819973789
19.093782623512823,318.6027169710462,0.6979600098030151,0.008899390633887267
22.859370161426554,288.65829243950657,0.6975933031294981,0.009897304936190067
19.575705314235744,316.1914021338288,0.6980019281125887,0.008668702135226828
18.162400339569388,314.7095571954648,0.6990135483860715,0.008811685109379989
16.798568626108715,330.55482645808826,0.6894480304485329,0.015556507854264462
18.981247204685232,303.98571822375243,0.6995866108883916,0.00810644689709058
18.323379001073448,308.6958420800149,0.6891708036109013,0.00996320422630035
18.493724695795947,327.9470265793089,0.6905279216336855,0.011738755469732985
16.896948596377246,318.75405986169903,0.7008568203487896,0.011516252781647947
19.798119653390152,303.1711030527253,0.6881689148271162,0.009784184031546598
18.39788046367853,312.8153632214165,0.6842819127157006,0.01091951636785496
22.101773961013322,311.0152156809755,0.6886398640841833,0.00996066813334931
24.314265730101653,274.558759604777,0.7026233454419148,0.014808629616421822
22.83100661085698,292.74954053637384,0.6985966387057639,0.00981097505510969
21.152849267405045,302.628000857202,0.6950599639358339,0.0076237924644141945
18.60338038689344,310.7484647122608,0.7028870953291406,0.008690084098973889
19.549355527577525,337.7561822299584,0.6817037421594494,0.023199493897606383
19.22097396769855,307.4908073252586,0.6948805944881551,0.007854728342946461
20.022317397383496,314.66078292790377,0.706017971842333,0.010123956673162113
20.574434597158486,322.0515855700811,0.6946155917509922,0.009081499965149271
24.638045535644693,297.13049305535117,0.690783433501747,0.013307123860281558
23.26886738301227,299.08673389445414,0.7051167170631645,0.010125639977817076
18.198961302805838,309.1930124242732,0.7023875769860093,0.008806512528211722
22.137984602945,296.6073323358942,0.7120929039075656,0.01423548795518238
19.096111332088455,309.5991908334066,0.6932953368701152,0.008324913764806785
19.763055867727225,304.36295302372315,0.6850542714914525,0.010221943246051636
22.794317455528795,290.7667521993401,0.6933512791714991,0.00947407141961176
18.021310933312503,326.98227113205655,0.6876433322336242,0.01359581905537146
23.4351914084967,288.347138524122,0.6976322322652283,0.010415756352278826
18.893712944872526,326.21674387344103,0.6989070363260841,0.010935722582865974
21.66226405341586,300.0293173809255,0.6920125896646296,0.00827970341163156
21.765718426244476,289.31491766679557,0.6915849368503492,0.009902106530468505
22.3668192115574,305.2867268531871,0.7081274861190767,0.011276737433826933
18.625999080784734,313.03763156939095,0.6927824305082082,0.008435681812792284
20.57802319582242,301.9950689840179,0.7029807469821712,0.00828400444093039
20.25974673464675,319.22665658268136,0.7037452232355502,0.009444981040429698
25.666673745362175,313.55892704900145,0.6877321052507139,0.0224469179623183
20.169447469107165,306.8954164662558,0.7050401121290447,0.008940419891346644
19.80962801789571,332.7566611726956,0.6853066701026929,0.016131304140459553
20.969114773792608,295.54546494722064,0.6941006189389779,0.008287852887084663
19.23451736810791,318.57146703846956,0.6861599656742701,0.011086659155670107
20.94790173832618,304.5996234405925,0.7000532423874211,0.007945621195448976
